,Document,Topic,Name,Top_n_words,Probability,Representative_document
10117,cannabis inu is a very special coin because of the charm of its name. when you smoke cannabis inu you get % #doge name: cannabis inu symbol: cannabis decimals: supply: tax: /5 reward % #doge telegram:,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.583555155,FALSE
10238,what device do you think is the best to smoke out of? #420 #marijuana,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.945799462,FALSE
10318,"to buy more cannacoin! check out #cannacoin! ! at stellar cannacoin, cannabis meets crypto! as for utility, its % guaranteed for both investors and smoke heads!",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.489140666,FALSE
10573,"marijuana is a class a illegal drug in the uk, although a blind eye is often turned to personal use). in the interests of full disclosure. i don't smoke, so i've never really had the means to try it. i also have an addictive personality, so it's probably not a a good idea...",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.77484029,FALSE
11651,"dont get me wrong. im not against marijuana at all. i just think there are safer ways to ingest than inhaling the smoke, and as a medical professional doubt that you can smoke any substance no matter how benign without health consequences.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.240557914,FALSE
11704,rt : doctor: do you smoke or consume cannabis in any form? me:,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.910058383,FALSE
12267,a bill for online gambling right here in indiana and now we don't have to pay taxes either... i'm gonna smoke some farm bill cannabis to celebrate,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.652322657,FALSE
12377,rt : what a beautiful day to smoke an obnoxious amount of marijuana,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.360178587,FALSE
12404,"actually in usa you have county law, state law &amp; federal law. ex. county or cities can allow smoking or vaping in public. certain ""states law"" allow cannabis federal law still considers cannabis illegal.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.260508991,FALSE
12421,rt : over here at cosmodinos there aren't a lot of things we love more than cannabis! let's see who likes to smoke! puff puff pa,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.221770061,FALSE
12628,"marijuana should still be consumed responsibly. waking up to smoke before work, having to smoke just enjoy your life, and spending money that you know you need just to get high are signs of addiction",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.496561255,FALSE
12691,"cannabis is the only drug that doesn't ruin you in a short time, you can smoke for life, and even methadone in low doses can be taken for life without problems and with excellent results",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.871204756,FALSE
12754,"this happens. in most cases, taking a few days of abstinence from cannabis; and when you smoke again, you'll get the more elevated, exuberant feel. my cannabis isn't to make me high; it's to make my physical suffering tolerable. occasionally i get high and count that as a boon.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.353706581,FALSE
12779,rt : smoke weed and paranoid about losing gains? here is the comprehensive a-z explanation of how marijuana interacts with your,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.674507711,FALSE
12998,rt : it's staturday!!! at cosmodinos there aren't a lot of things we love more than cannabis! let's see who likes to smoke! puff,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.253720356,FALSE
13113,marihuana ganja marijuana cannabis smoke car stickers motocross graffiti sticker for motorcycle car bicycle helmet suitcase laptop decals,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.252840761,FALSE
13610,follow me if you smoke cannabis,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.561610296,FALSE
13915,rt : goodnight and smoke weed cannabis,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.324279117,FALSE
14210,rt : this is the same network that regularly trashes marijuana. they also seem obsessed with trans people but smoke those,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.966374837,FALSE
14668,rt : cannabis should be completely legal but you are still a massive loser if you smoke it everyday,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.820128364,FALSE
14756,rt : marijuana making miracles #cannabiscommunity #stonerfam #stonermom #mmemberville #smoke #weedmob #weedgirl,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.271730115,FALSE
14855,"for the legal sale of marijuana in my state, too much potential revenue to ignore. as a disclaimer i do not smoke it myself.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.609032943,FALSE
15276,"you are probably unaware because of the social circles you run in, but plenty of people can smoke cannabis and aren't addicted or haven't even tried harder drugs. get a clue",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.346571231,FALSE
15328,rt : or just know what the hell youre doing for those of us who dont smoke cannabis,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.651273404,FALSE
15429,get money and smoke a lot of cannabis today,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.618759146,FALSE
15430,on your side: please add disclosure when reporting about the mind-altering drug marijuana. help save lives! thanks! ) nd hand smoke: ) parents; keep kids safe : ) weed use health risks:,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.503565681,FALSE
16012,if you smoke cannabis in public make sure its good cannabis,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,1,TRUE
16082,"um, you smoke marijuana, that is dangerous in itself because of the tar, and you can still get a dui for using marijuana while driving. the data is also limited on marijuana use.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.333562563,FALSE
16238,rt : nearly million people around the world smoke cannabis,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.464998062,FALSE
16261,"rt : up in smoke: jerry garcias family moves marijuana business out of cali, taxes too high",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.613612791,FALSE
16307,"according to scientific studies alcohol is waaaaaaaaaay worse. weed is not bad if you only use organic edibles in moderation. the heat from the smoke, any smoke causes lung damage and vaping is worse than smoke.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.225363418,FALSE
16652,people who call their smoke cookies or runtz not knowing those are actual brands of cannabis you aint even smoking exotic lil bro,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.996151083,FALSE
17600,what do you guys hear? its fun to smoke marijuana? thats what i hear.,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.278882229,FALSE
17733,"cited it is now legal for adults &amplder to possess up to three ounces of cannabis &amp;up to grams of concentrated cannabis for personal use in new york.adults may smoke or vape cannabis wherever smoking tobacco is allowed under the smoke-free air laws, with a few exceptions.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.766301473,FALSE
18268,"the weed bulletin: vaping for your first time vaping cannabis follow me and don't miss any marijuana news, tips &amp; more, only in canada you now!",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.529706416,FALSE
18369,it is ur duty as a responsible human to smoke some cannabis for the good of ur mind and soul immediately after the body wakes up.,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.980836313,FALSE
18999,the people i know who smoke the most marijuana are maga.,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.863419725,FALSE
19158,"amazing how alcohol &amp; sugar along with opiates are in the top of the whos biggest causes of death, fully legal and promoted to consume, yet cannabis is illegal and only smoking it causes death, vaping or eating it doesnt &amp; used is as medicine, so why is that illegal.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.677944918,FALSE
19611,may you never lack marijuana to smoke at any time you think about it.,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.886772782,FALSE
19637,". public health risk cannabis is not completely safe, but with legalization, people can smoke low-thc products and have the choice to consume cannabis without smoking. it is better to give people the choice to consume a mellow cannabis provided by certified dispensaries.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.389734839,FALSE
19997,rt : cannabis is not harmless. many who smoke also do other drugs especially alcohol. this multi drug use enh,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,1,FALSE
20437,i enjoy meeting people that are in the cannabis industry because they understand its not about getting high this stuff helps people with real problems i hate when people stereo type other people that smoke weed as pot heads aslways quick to judge and never ask why,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.260508991,FALSE
20538,rt : do no harm take no shit smoke cannabis,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,1,FALSE
20602,"since checks are the new meta and apparently most of you smoke weed. i created ""the verification of marijuana"" (edition of ) price: eth for the culture",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.679659564,FALSE
